Gene	FDR_Pvals
CDRT1	0.046030318841026104
TRBJ2-5	0.046071423643807
DSE	0.046071423643807
PEPD	0.046071423643807
RPS12	0.046071423643807
GSKIP	0.04607304981166423
SLC35B3	0.04607304981166423
GALNT8	0.046155687800524
TXNDC11	0.04617081539618657
RP11-14N7.2	0.046200315662083914
CIR1	0.04624396201644346
ATXN7L2	0.04624396201644346
PLSCR3	0.046284942960056495
AC018634.9	0.046309934274512986
EIF4G2	0.04631350126946055
NACAD	0.0463245635752768
TNF	0.04638640383755517
NEK7	0.046395047900824125
KLHL14	0.046395047900824125
INTS9	0.04640275675255709
CORO7	0.04640275675255709
PICALM	0.04645533517461042
TNFRSF6B	0.04645533517461042
AC104306.4	0.04645533517461042
FTSJ1	0.04645533517461042
MTCH1	0.04645533517461042
MYRF	0.04645533517461042
USP53	0.046568823278915254
FAM159A	0.046568823278915254
NDNF	0.046568823278915254
TRBV7-5	0.04658380115162907
CS	0.04663565063425251
ZBTB7A	0.046682062508069784
TOPBP1	0.046757632919394373
MTIF3	0.04678822822346683
JUND	0.0468728606802744
RP11-366L20.2	0.0468728606802744
LINGO2	0.046923466998968974
STX8	0.047008462662443046
DPYSL4	0.047022551366368834
GMCL1	0.047022551366368834
CC2D2B	0.047022551366368834
NUTF2	0.047022551366368834
NOTCH2	0.04703637272147821
SFTPD	0.04708758272386698
PRRG4	0.047093750678527356
GPKOW	0.047093750678527356
RP11-428G5.1	0.04725332741265864
RP11-432M8.15	0.04730706608110866
BTN1A1	0.047383833964035844
SNU13	0.04741639627309696
RP1-240K6.3	0.04741639627309696
DLEU7	0.04741639627309696
RP11-749I16.3	0.04742977681753545
SSBP3	0.04747621175553533
CTC-232P5.1	0.04747973256940497
RP3-477M7.6	0.04749899922448953
MTND1P5	0.04749899922448953
CTSW	0.04749899922448953
RP11-716H6.2	0.04753134155160303
PTGFR	0.047579012824874936
LDOC1	0.04768650043312371
FOXD3-AS1	0.047762280154229106
CLEC7A	0.047762280154229106
LGALS9	0.047797204228264556
NDUFB8P2	0.047811711644707135
ZNF296	0.047811711644707135
FGFBP2	0.047811711644707135
SMC5	0.047811711644707135
PCGF3	0.04781332807132308
CTR9	0.04781332807132308
WDR5B	0.04781332807132308
MTND5P32	0.04786460940041574
APBB2	0.04786460940041574
PLK3	0.04786460940041574
NUDT1	0.04786460940041574
RNU6-980P	0.04787155846888156
LZTS1-AS1	0.04793862048027221
CCDC88B	0.04793862048027221
ARID4B	0.047983941350650976
WFDC1	0.047983941350650976
LYN	0.04799577021842259
RP11-253I19.3	0.0481313437904973
RP11-78J21.4	0.04817488326217061
ZSCAN9	0.04817488326217061
MED6P1	0.04818939374438851
AC005481.5	0.048202537246129655
BHMG1	0.048202537246129655
PMVK	0.048245081878588815
HRASLS5	0.048245081878588815
TTN	0.04830115368175775
C16orf70	0.04839117764935683
CTD-2189E23.1	0.04842602551622971
HRAS	0.04842602551622971
RNF214	0.04842602551622971
COQ10B	0.04844100867884369
MUS81	0.04844100867884369
ZNF835	0.04845293019061489
RP11-553K8.5	0.048476612136380645
ZNF707	0.048476612136380645
GCNA	0.048476612136380645
C4orf3	0.048483464692775646
GAS7	0.048503710420754576
RP11-402J6.3	0.048503710420754576
AK2	0.048503710420754576
ATG2A	0.048503710420754576
CTD-2027I19.3	0.048503710420754576
ZNF302	0.048503710420754576
IFT88	0.048503710420754576
RP11-907D1.3	0.048503710420754576
WASHC4	0.048503710420754576
ZNF788	0.048503710420754576
THSD1	0.048503710420754576
F5	0.04851261631373113
ZMPSTE24	0.04853479509718897
MRPS31	0.04865225831221552
GTF2H2B	0.04874995582538472
REST	0.048765695363729614
AC005355.1	0.04880505308736387
GGNBP2	0.04880505308736387
PPP6R1	0.048812690395483714
RBM42	0.048812690395483714
MOB1A	0.04886413228774129
RP11-582E3.6	0.048913058026330225
DHRS13	0.04893154811373066
MTND3P10	0.04893558449073862
SESTD1	0.04894303246250632
EFCAB7	0.04899999876998087
RANGRF	0.04899999876998087
MKKS	0.04899999876998087
MFSD14B	0.04900094136318878
L1CAM	0.04900094136318878
GTPBP10	0.04900615752940169
CASKP1	0.04907499903235983
SCN5A	0.04910985712323999
ARL11	0.04916027304770526
RNU6-331P	0.04916027304770526
CTD-2240J17.4	0.04916027304770526
INSL3	0.04916027304770526
PTDSS1	0.04916027304770526
RNU7-181P	0.04916027304770526
CD46	0.049247917531585604
PAN3	0.04925843058557266
OST4	0.04925843058557266
ZBTB4	0.04925843058557266
SCART1	0.04926203584014677
IFNAR1	0.04926203584014677
TRAPPC6B	0.04926203584014677
CARD6	0.04926203584014677
RP11-159D12.2	0.04928389663414274
TIFA	0.04928389663414274
TSPAN2	0.04928389663414274
MAT2B	0.04928389663414274
CECR6	0.04928389663414274
RHOT1	0.0494046634408606
RP11-406O23.2	0.04942202392880943
RPSAP14	0.04942202392880943
ZDHHC17	0.0494298302015422
RPS28	0.049497147637685326
HBP1	0.04951287403525021
NRSN2	0.049543337260447275
TWNK	0.049543337260447275
PAG1	0.049595936648397024
RP11-215P8.2	0.04959991244127802
ABI1	0.04965575914723825
GOLPH3L	0.04967085865818485
RNF207	0.04968791021364041
WBP1	0.04968791021364041
BLZF1	0.04968791021364041
ITGA7	0.04968791021364041
LRRC37A15P	0.049713190156490464
MAPK1	0.04976264093107729
RP11-558A11.3	0.04979633243267542
MT-ND4L	0.04979633243267542
AMACR	0.04983869901406794
CTC-459F4.6	0.04985595864122978
RP11-95M15.2	0.04985894391752446
RP11-255G12.2	0.050051485023030445
JMJD1C	0.05010724251477477
RP11-13A1.3	0.05010724251477477
DICER1-AS1	0.05010724251477477
HHATL-AS1	0.05019416668084494
IWS1	0.05027339028627787
MAP3K15	0.05032812904824893
SNX16	0.050380945546803384
ELOVL3	0.05039799972276619
CTD-2299E8.1	0.05051683874134376
CUL7	0.05057670831916819
CADM1	0.05082862980767156
CHST10	0.05091717602002845
FAAP100	0.05101289350377118
AC092066.1	0.051045706253916814
RP11-730G20.2	0.05107816025774038
KIFC2	0.051086903241619144
TMEM33	0.05122337983236554
CD300LD	0.05124541298395414
MTMR10	0.05127832129019377
RP11-806H10.4	0.05129539546298725
RN7SL432P	0.051340448759801406
SNAP23	0.05135421662284286
ZNF57	0.05140764379525028
RP11-378A12.1	0.05148143945033033
IRX4	0.051523783203891414
HGF	0.051523783203891414
PRUNE1	0.05152786684393326
RP11-415J8.3	0.05152786684393326
PHRF1	0.0515346109719511
RP11-46F15.2	0.05157350122481329
CCDC186	0.051575105752340034
SMG9	0.05162683629406462
MAPK13	0.05162683629406462
HMGB1P29	0.05164359166640227
TMEM119	0.051671747502918364
PCCA	0.05169245515884285
FLI1	0.05170821160074152
RPL7AP6	0.05172189999889695
SP110	0.05172189999889695
SLA	0.05172189999889695
LIPT2	0.05172189999889695
OVCH1-AS1	0.05175494546149386
RP11-770G2.2	0.05176005923804231
AP001056.1	0.05205138425416137
C10orf25	0.052095085658602255
SASS6	0.0521556704265244
SYN1	0.05216788826995261
RP11-687F6.5	0.052305058503893054
RP5-890O3.9	0.052305058503893054
PAFAH1B3	0.052305058503893054
IGHMBP2	0.052305058503893054
MIR6750	0.052305058503893054
PTBP1	0.05231871806058674
EXOSC4	0.05231871806058674
SDC2	0.05231871806058674
EMD	0.05235985191797992
ZNF606	0.05236160752798114
DNAJC27-AS1	0.05236160752798114
PABPN1L	0.05236160752798114
WDR20	0.05236285283533702
FEZ1	0.05236285283533702
RP11-727F15.9	0.05236285283533702
PLA2G12A	0.05236285283533702
FAM53B	0.052364019154319784
TMF1	0.052364019154319784
RP11-396O20.2	0.052364019154319784
RP1-232L22__B.1	0.052368667667203356
ERLIN2	0.052433190535719904
MAN1A1	0.05249668077510904
RP11-676J15.1	0.05249668077510904
PIK3AP1	0.052502014380517256
CYCSP1	0.052502014380517256
HMGB1P5	0.052502014380517256
PRSS41	0.052502014380517256
IER5L	0.05256071754809537
RP11-382A20.6	0.05267192290240529
BTBD10	0.05267192290240529
GK3P	0.05268062735278019
VAC14	0.05276215703845184
CD53	0.05276835408130933
NDUFA3P3	0.05287931816063841
BTNL8	0.05291255651066438
SNX27	0.05304832256168583
TTLL1	0.053106195214868715
AJUBA	0.053106195214868715
NDUFA11	0.05310884509435778
MT-ATP8	0.05310884509435778
LNPK	0.053118669989992255
PTEN	0.05312133363911155
RPL23A	0.05312133363911155
LPGAT1	0.05312133363911155
TELO2	0.05316110524552156
IFNAR2	0.053182467125724164
RP11-197N18.7	0.05322934852600385
RP11-139H15.6	0.053304483395525716
KIAA0586	0.05337782749405252
TBC1D25	0.053416895127881524
ASPRV1	0.0534785416188389
PTPRD-AS1	0.053485189821579474
AC004987.9	0.05361245538949465
ADCK1	0.05364572750929785
CLIC3	0.05368213782269182
RP11-700H6.4	0.05368213782269182
RPL13	0.05368213782269182
FOXP3	0.05368213782269182
TIMP2	0.05368213782269182
HLA-DRB1	0.053771797103618096
ASNA1	0.053771797103618096
TECPR2	0.05379097158109162
RP11-256L6.3	0.05379097158109162
PRPS1P2	0.05382657417162222
RPL27A	0.05382657417162222
LRG1	0.05382657417162222
OOSP1	0.053844594409398844
NDUFV2-AS1	0.05386194532540571
MAGEB18	0.05386194532540571
RN7SKP70	0.053989748329378605
ABHD14B	0.054016552676622386
BRD8	0.054037521302607736
KRT17P1	0.054072854304760685
LURAP1L	0.054072854304760685
LUC7L	0.05409358074777017
RP11-384M20.1	0.054182923084573516
TBPL1	0.05419230961398142
RP11-98O2.1	0.05424259531388509
WDR4	0.0542695174838056
ZNF24	0.05440692683559315
CLEC16A	0.05440692683559315
MLLT11	0.05440692683559315
AP001092.4	0.05441942030441068
RP11-862G15.2	0.05442679224675739
CSNK1G3	0.05449088740709623
SOD2	0.05449088740709623
CD163	0.05449088740709623
ASB6	0.05452531217360771
C1orf52	0.0546909269761541
POLR2E	0.0547826487935367
RP11-314N13.3	0.054989971404545424
C1QTNF6	0.05501019120320955
PEX16	0.05501019120320955
RN7SL569P	0.05501019120320955
ZNF333	0.05502090115372861
BNIPL	0.05502556942655179
MROH1	0.055028078704850186
UBE2E3	0.055142569566599554
ARMT1	0.05514998769457735
BRSK1	0.05517327430174613
GOLPH3	0.05517327430174613
SRC	0.05518289235299074
TAF10	0.05518289235299074
EEF1A1P12	0.055192489134469204
IL5RA	0.055192489134469204
ZNF549	0.055197003039474765
MCF2	0.055277304223170225
CAMKK2	0.055277304223170225
RP11-443F4.1	0.05527899645383016
ANKRA2	0.055338240999785994
APTR	0.05541214494477194
NOL8	0.05544939954302968
MINDY3	0.05544939954302968
LDOC1L	0.05544939954302968
RP11-290F24.6	0.055470952658068194
SHOC2	0.055470952658068194
RBMY2EP	0.055470952658068194
KHSRP	0.05552593321640774
PPDPF	0.05552593321640774
FIBP	0.05552593321640774
PGS1	0.05552593321640774
RP11-115H13.1	0.05552593321640774
ZNF425	0.05552593321640774
FBXO11	0.055562923515593214
TGFBR1	0.055588422341947066
CHIC2	0.05559218030066406
WDR6	0.05559218030066406
NUFIP2	0.055622530171533874
CENPT	0.055810814038730984
PAPOLG	0.05582127784923199
ODCP	0.05582127784923199
RN7SL578P	0.05583650575843897
RP5-1198O20.4	0.05587835671711758
EFNA5	0.05587835671711758
PLGRKT	0.05587835671711758
DCTD	0.055902961046276727
APRT	0.056092829101496024
IGHEP2	0.056107595718524694
PDCL3	0.056107595718524694
HIBCH	0.05611290620345088
HMOX1	0.056124877012845374
AC069542.1	0.05628341078176284
CDC40	0.05630048623888898
FABP6	0.05630048623888898
LIMK2	0.0564681392762757
VCPKMT	0.05649522958652687
TBC1D10A	0.05665144780046016
HAGH	0.056681702383937806
CTB-33G10.1	0.05673152223337198
RSBN1L	0.05673152223337198
STRN	0.05673152223337198
SAMD10	0.05673152223337198
RP11-550I24.2	0.05673152223337198
NBPF6	0.05673152223337198
RP11-330A16.1	0.05675113348381556
RP11-44F14.10	0.05675629648963707
B4GALT4	0.05680183332938097
SRGN	0.05680183332938097
RP11-363K21.1	0.05680183332938097
ARHGEF11	0.05680183332938097
RP11-50C13.2	0.05680183332938097
RP5-1153D9.5	0.05680183332938097
RPL19	0.05680183332938097
FAM24B	0.05680183332938097
ADCY10	0.05680183332938097
NLGN3	0.05680183332938097
TCL1B	0.05680183332938097
ATP1A1	0.05680183332938097
RP11-430L16.1	0.05680183332938097
TRDMT1	0.05680183332938097
SPOCD1	0.056825336158139755
DDX54	0.0569226895203338
COPB2	0.05692315642810818
IDUA	0.05692315642810818
SF3B1	0.056923353553751964
LINC00265	0.057035899181153954
CTC-453G23.8	0.05704585868889268
ASB8	0.05704585868889268
TGFB1	0.05704585868889268
MTA1	0.05704601507698865
AC006946.12	0.0570544346460986
RP11-867O8.5	0.05709701100690353
RRAGC	0.05711556299325049
MTMR6	0.05713524725033915
ZNF546	0.05717977517746829
RP11-689B22.2	0.05717977517746829
BCDIN3D-AS1	0.05717977517746829
RP11-1102P22.1	0.05717977517746829
CH17-478G19.2	0.05727745928519203
RP11-1149M10.2	0.05729790440394658
PKHD1L1	0.05729790440394658
RASL11A	0.05729790440394658
AD001527.4	0.05737493599704688
RP11-101O6.2	0.05737493599704688
P2RY12	0.05737493599704688
NEK6	0.05737493599704688
ZFP3	0.05737493599704688
RN7SL251P	0.05737493599704688
RNU6-667P	0.05737493599704688
LINC00694	0.05742714000464323
LINC01988	0.05745980769490239
NIN	0.05745980769490239
LINC00539	0.057463921928663515
DHRS9	0.05763606458705918
SCAMP3	0.05763606458705918
XX-CR54.1	0.057740282349241286
TPSB2	0.05781946231789513
RP11-23F23.3	0.05781946231789513
GTF2E1	0.05781946231789513
ANKRD52	0.05781946231789513
MMP25	0.057902893075652655
MED23	0.057902893075652655
RP11-571M6.18	0.057902893075652655
COPS7B	0.057902893075652655
RP11-15A1.8	0.057902893075652655
USE1	0.057902893075652655
CARMIL3	0.057902893075652655
FARSA	0.05794283157098883
CD4	0.05794283157098883
TTC21B-AS1	0.05798574574661563
RNF34	0.05798574574661563
PTPRJ	0.05802689593754817
NDUFB10	0.05803298250925682
AC007950.1	0.05804115957284914
XXbac-BPG299F13.14	0.05808131391246075
ZMIZ2	0.05808131391246075
LINC01664	0.05815640283880876
RP11-314C9.2	0.05815749511992864
APBA3	0.05815749511992864
ZNF701	0.05827352021163418
NPTN	0.05830809931452395
FOXP1-IT1	0.05830809931452395
HNRNPH2	0.05834563579375097
RARRES2P11	0.05842241601528796
LRRC75B	0.05844821437850034
MFSD10	0.05850731069579911
RP11-20B24.7	0.05850731069579911
KIAA0430	0.05854559572854049
MTND4P12	0.058592552178855055
SLC44A1	0.058592552178855055
LFNG	0.058592552178855055
HLTF	0.05860157928131656
POFUT2	0.05865389051196866
UCKL1	0.05865389051196866
RP11-452H21.2	0.05865389051196866
LRRC4	0.05865389051196866
NETO1	0.05865389051196866
KLF7	0.05871444705255919
LAG3	0.058770334426485805
EIF1P7	0.05877172373638363
TUBBP5	0.058782055938311505
RP11-338C15.3	0.058793394235796936
CEP83-AS1	0.058793394235796936
ADAM10	0.058793394235796936
SMPD2	0.058793394235796936
SLTM	0.058793394235796936
RASAL3	0.05882576386100879
FADS1	0.058907931374299456
BOK	0.05897948907585694
ZNF543	0.05897948907585694
TMEM72	0.05899915950551913
RP3-467K16.4	0.05899915950551913
FAM134B	0.05899915950551913
GLTSCR2	0.05899915950551913
KLHL36	0.05899915950551913
RP11-252A24.3	0.05899915950551913
KCP	0.05899915950551913
PEG13	0.05899915950551913
SAP30L-AS1	0.05902097481081277
IMP4	0.05905619547851772
CLRN1-AS1	0.05909334517775773
RN7SL834P	0.05915874151202784
SIRPA	0.05915874151202784
NAPA-AS1	0.059160008652878376
TAF12	0.05923368066926802
RWDD2A	0.059285236632774206
LYPLA1	0.05934698829448518
ORC3	0.05934698829448518
CYP2F2P	0.05934698829448518
ZEB1-AS1	0.05934698829448518
ITGB7	0.059380988365330956
ABHD15	0.059380988365330956
HNRNPA0	0.059380988365330956
TMEM50A	0.059408105565534414
SYT5	0.05946653652325859
SEL1L	0.05946653652325859
PTPA	0.05946653652325859
SF3B4	0.05946653652325859
FCGR2A	0.059573156468682734
RPL21P18	0.05960235929242483
OSGIN2	0.05960235929242483
EBPL	0.05960235929242483
RN7SL236P	0.05964317382556005
NAIF1	0.05964317382556005
SMIM14	0.05964317382556005
GIT1	0.05964317382556005
ZNF594	0.05964317382556005
BTLA	0.05965510573488109
FADS3	0.05980809639934002
RPL15P2	0.059909305059853625
EFEMP2	0.059909305059853625
RP11-361M10.3	0.059934705213659366
GNA12	0.05993998089328442
PGM2	0.059942073782224464
SPAG1	0.0600590488317867
RP1-93H18.1	0.06023134449447711
KLRC3	0.06024768316034564
SZRD1	0.06024899708618714
ELAVL1	0.06029163651521253
AP3D1	0.06029272512458963
CSRP1	0.06029272512458963
RNF40	0.06029272512458963
CC2D1A	0.06029272512458963
POLRMT	0.06029272512458963
AC092839.4	0.06029272512458963
PRR5	0.06030600784892944
REEP4	0.06030600784892944
SNX6	0.06030600784892944
C9orf172	0.0603972420363702
PWP1	0.06045810943168851
CHURC1	0.06057525465689599
GPR137	0.060577384479740766
RNF135	0.060577384479740766
RP11-798M19.3	0.060577384479740766
RP11-230F18.6	0.060577384479740766
RP11-815I22.1	0.06059433770960245
ARL6IP5	0.06059433770960245
PHKA2	0.0606062484910421
DLEU2L	0.060624009369483964
IGF2	0.06062527145862118
CFAP54	0.06062527145862118
RP11-656D10.7	0.06062898133519737
KIAA1614	0.060672038405052316
TOMM6	0.060672038405052316
LYPD4	0.060672038405052316
SNX18P1Y	0.06068426821547934
RP11-183G22.1	0.06069189580040205
SNORD10	0.06072514926667547
DVL3	0.06072514926667547
RP11-347C12.3	0.060752418519832665
NUP62CL	0.06076553419136782
UFL1	0.06078021470926428
CUTC	0.06080881383313626
HCG9	0.06088231820228814
PRPF38AP2	0.06088231820228814
RFPL4AP6	0.06088231820228814
PRPF40A	0.06088231820228814
CCR12P	0.060927617093774575
ZNF680	0.060937074519023984
NUMB	0.060937074519023984
NKIRAS2	0.06094809142487987
C14orf80	0.06094809142487987
SMG1	0.06096008573149352
ZNF630	0.06096008573149352
LINC01513	0.061015097229786625
MTCO2P33	0.061015097229786625
SUPT6H	0.061016146384945846
TXLNB	0.061127718001190615
RP11-317G22.2	0.06119794809015901
MT-ATP6	0.06119794809015901
CECR2	0.061210127629249225
RP11-930O11.3	0.06121111920096124
RP6-159A1.3	0.0613206915897992
SRP9	0.0613206915897992
OMA1	0.06137156057990964
STAG2	0.06141566961639632
PRSS35	0.06149789591304131
LY86-AS1	0.06151015577626762
PRPF19	0.06151015577626762
USP39	0.061549401813667436
SEPT9	0.06160749875960938
ECHS1	0.06160749875960938
SURF4	0.06160749875960938
HBM	0.06160749875960938
PGP	0.06160749875960938
PCYT2	0.06162255942231285
IL10RA	0.061624866184242164
RP11-531H8.1	0.06166333673026198
RTN3	0.06166395820092908
RP11-371A22.1	0.06166395820092908
LINC01187	0.06166395820092908
MEGF9	0.06166395820092908
FBXO8	0.061712678805075
RN7SL263P	0.061712678805075
LAGE3	0.0617151060851042
RP11-358N4.6	0.061782362625947995
DUS3L	0.06186218337009971
RP3-429G5.5	0.06198198657193861
PGAM1P13	0.06201241282788238
SERINC3	0.062166547824159785
PRKCSH	0.062166547824159785
RP11-33E12.2	0.06218193684895028
NME4	0.06219738787545849
HOXA3	0.06241605726776306
ADI1	0.06241605726776306
CLDND2	0.06241605726776306
DAP3	0.06241605726776306
FBXL4	0.06242052778907371
FNTB	0.06242052778907371
LINC02212	0.06242052778907371
NOS2P4	0.06242052778907371
RP11-1191J2.4	0.06242052778907371
ADGRG5	0.06247654416621693
SNORA52	0.06255485587099323
RP11-1C8.6	0.06262018775506606
RP11-474L11.5	0.06263330772891824
POMC	0.06263330772891824
BROX	0.06263364740780293
RP11-120M18.2	0.0626735460409194
BCDIN3D	0.0626735460409194
AC007556.3	0.06268397427960108
SEC31A	0.06268397427960108
VDAC1P1	0.0628071557803238
ZNF391	0.0628987745354356
AP2M1	0.06310015189943141
RP11-131L12.3	0.06313367950563412
TMEM165	0.06313593821480702
PRSS53	0.06313735531740586
FBP1	0.06314144660727586
IFITM1	0.06314144660727586
MIF4GD	0.06314692506071015
MRPL43	0.06322006689547224
RN7SL792P	0.06329338004994998
MRPL42P2	0.06336960450509628
FAM160A1	0.06342222096040512
RP11-113C12.4	0.0635097735115711
FTH1P23	0.06351785121204062
CDKN1C	0.06354628542756845
PCBP3-OT1	0.06354628542756845
TM7SF2	0.06354628542756845
TRAF3IP2-AS1	0.06354628542756845
MCFD2	0.06354628542756845
RP11-403B2.7	0.06354628542756845
IGFBP4	0.06354628542756845
PIH1D1	0.06354628542756845
TMEM242	0.06354628542756845
CREBRF	0.06354628542756845
SH3BP5-AS1	0.06354628542756845
ITGAM	0.06355428659948173
OR10R3P	0.06357497188969735
POLR2I	0.06362107090643104
RP11-1105G2.4	0.06364144532911986
RPL17P10	0.06364144532911986
MPPE1	0.06364144532911986
CLASP1	0.06364144532911986
RP11-254F19.2	0.06364144532911986
U62631.5	0.06364144532911986
GTF2H2	0.06364144532911986
LINC01355	0.06364144532911986
RP11-118D22.3	0.06368479451704079
RP4-758J24.4	0.06368479451704079
RP11-320N7.2	0.06370194749068923
RP11-445P17.3	0.06370194749068923
GID4	0.06370194749068923
RGS11	0.06372651660682989
RP11-517P14.7	0.06374143256059144
RP11-115D19.2	0.0637649011708957
CDC25C	0.06404347142982046
C21orf2	0.06404347142982046
FIS1	0.0641278175333103
PXMP4	0.06414347189904906
ZNF525	0.06415731903907138
KPNA2P2	0.06415833792306552
AC006277.3	0.06417735820071156
HEBP1	0.06421017666437069
EIF1B-AS1	0.06421017666437069
ZNF414	0.06429827925228121
ZBTB20-AS1	0.06429827925228121
GGA2	0.06429827925228121
RP11-986E7.2	0.06429827925228121
CRBN	0.06433844721436145
C2orf66	0.0643978972483078
VRK1	0.06440752455733612
DPRXP2	0.06441087546164252
TRPM6	0.06446121191889526
ABCB11	0.06446121191889526
TIMM29	0.06446121191889526
RPL21P44	0.06446121191889526
MOB2	0.06446121191889526
PCTP	0.06446121191889526
MRPL2	0.0645009384887346
PFDN1	0.06460485429614539
RN7SKP179	0.06462370390102447
MCOLN1	0.06462370390102447
CTC-428G20.2	0.06463984366341317
ELMOD2	0.06463984366341317
RP11-456O19.5	0.06463984366341317
LINC01821	0.06470761261254245
NDUFS6	0.06471031840201387
RP11-96K19.2	0.06471168070162364
NANOG	0.06471168070162364
RP11-329N15.3	0.06471168070162364
PHF1	0.0647350202974246
DBNDD2	0.06479549986670119
LINC01993	0.06479717715364658
CCDC70	0.06494772576526248
AC008984.7	0.06496989731546668
BNIP3P9	0.06498591152986713
PAM	0.06503349447704804
MMS19	0.06511626406567832
KTI12	0.06513390193305256
RP11-779O18.3	0.06514371027580579
RP5-821D11.7	0.06514453942025444
RP11-343J3.2	0.06531912845394484
RP11-370I10.11	0.06533909048455662
PIK3CB	0.06533909048455662
AC009310.1	0.06534540478219014
TTTY16	0.06549698042009629
NPM1P29	0.06551031620047265
MAP4K2	0.06557851948831238
TRIL	0.06558847805050419
SRP54	0.06560373625892237
AJ003147.11	0.06565400549570809
RP11-477D19.2	0.06566253083870853
PTPN12	0.06569189903438583
KIAA0232	0.06569189903438583
RP11-297N6.4	0.06569189903438583
TNKS2	0.06569189903438583
AC005041.11	0.06569189903438583
LL21NC02-21A1.1	0.06569189903438583
LINC00683	0.06569189903438583
FMN1	0.06569189903438583
RP11-506K6.4	0.06569189903438583
ACAP2	0.06569189903438583
EFTUD2	0.06569189903438583
APOPT1	0.06570464206615377
CEBPD	0.06574674319475125
RP11-379K17.4	0.06576244055447565
SIGIRR	0.06577247420941251
PSPC1	0.06584438757984558
KLLN	0.06588451361632187
ANKRD10	0.06595221426381899
RPRD1A	0.06599702708055173
RP11-449I17.9	0.06609682040729493
SLC30A6	0.06615207015382621
MN1	0.06615207015382621
RP11-335I12.2	0.06620201977512993
RP11-61L23.2	0.06620692385299873
MAF	0.06620692385299873
TROVE2	0.06620692385299873
MTND4LP14	0.06627998344448292
USF2	0.06630973994476687
SRGAP1	0.06631969122428082
RP11-158H5.7	0.06637010626121732
CSF2RB	0.06638270074611173
SPATA41	0.06639413792008887
RP11-403P17.6	0.06639413792008887
CTD-2232E5.2	0.06639413792008887
PROS1	0.06642194154254898
RP11-7F17.1	0.06649018408402872
BRCC3	0.06649018408402872
SH2B3	0.06649018408402872
TUBB6	0.06652756965042934
LINC00309	0.06654414999242135
RN7SL390P	0.06654414999242135
ZNF721	0.06661174567589696
RP11-274B18.3	0.06661174567589696
ST20	0.06667819475081917
SELENOO	0.06668662276866852
CHCHD10	0.06675635211701281
WARS2	0.06675635211701281
SIDT2	0.06679628811235917
CPLX1	0.06679628811235917
ABHD12B	0.06679628811235917
PRDX3	0.06679628811235917
RP11-186N15.3	0.06679628811235917
KIF5B	0.06681493345058231
TRIB3	0.06681493345058231
GNAI3	0.06681493345058231
ZSCAN16	0.06685515256484079
RP11-798G7.6	0.06697304326613196
SLC30A1	0.06699774132227827
SKAP2	0.06703414459043842
CCL27	0.06703414459043842
FTLP16	0.06703414459043842
CTD-2095E4.5	0.06707753889304413
RP11-1280N14.3	0.06712364346394344
HMG20B	0.067143652894025
DGCR9	0.06716426433697865
CREBL2	0.06716426433697865
RP11-474P2.6	0.06716426433697865
MOXD1	0.06716426433697865
CA5BP1	0.06716426433697865
LGALS3	0.06716426433697865
RP4-671O14.6	0.06719348248096313
ATG5	0.06723203457463983
AKAP10	0.06723203457463983
HTRA2	0.06723303465270875
TSSC1	0.06723303465270875
CCNT2	0.06723303465270875
PCCB	0.06740231773982353
MTCO3P21	0.06743921274589183
BET1	0.06743921274589183
LARP1P1	0.06743957933265565
GARS	0.06748607563856358
AC090616.2	0.0675039242987063
NPEPPS	0.06751312778758892
MITD1	0.06751760943803829
CRLF3	0.0675346365380325
M6PR	0.0675729256323488
FOXC1	0.06757814916444715
RP11-275N1.1	0.06760158480480383
GS1-204I12.3	0.06763008106029039
PARS2	0.06772651976121265
MRPS2	0.06782433513273142
RARRES3	0.0678955533627884
RP11-519G16.5	0.06790113886674339
CLRN1	0.06790113886674339
NCBP2L	0.06791125723135785
TBC1D23	0.06791173924558946
SH2D2A	0.06791173924558946
ACOT7	0.06791173924558946
TMEM70	0.06791248117061735
HNRNPA1P59	0.06791248117061735
RNU6-17P	0.06794914446463124
LLGL2	0.06795290068601156
PTPN18	0.06795290068601156
LLNLF-158E9.1	0.06795290068601156
STK38	0.06796480131760567
RAB31	0.0679808552215734
ZNF613	0.0679808552215734
TRIM51BP	0.06805194854984392
RP11-723O4.7	0.06812941618683073
LINC02207	0.06813463547347609
SCARF1	0.06816381457070159
ETV2	0.06826917497693862
TXNRD1	0.06826917497693862
NT5E	0.06832696676998504
PRL	0.06840276993414275
SF3B6	0.06840276993414275
AC008074.5	0.06841781931240604
RP11-666A8.7	0.06848147435239764
RP11-370I10.12	0.06848670292835991
KLRC1	0.06850485897328082
MIR657	0.06853439699843634
SVIL-AS1	0.0685707514812514
C16orf72	0.06858718401071087
LINC00113	0.068606820477313
KRT8P46	0.068606820477313
TMEM30A	0.068606820477313
MR1	0.068606820477313
RAB2A	0.068606820477313
FAM124B	0.06861037222223032
FAM209B	0.06861037222223032
CTRC	0.0687166853685334
TMEM185B	0.06874489485792012
B4GALT5	0.06894757318019282
RN7SL113P	0.06902775885893109
RP11-620J15.3	0.06903581029776987
SERPINE3	0.06904168224315047
SLC25A6P2	0.06916323888960016
RN7SL397P	0.06927796118522112
RP11-169K17.4	0.06927796118522112
C1RL	0.06932469460865119
NPTX2	0.0693963652045397
PPM1B	0.0693963652045397
SGK3	0.0693963652045397
