Gene	Pvals
THUMPD3-AS1	0.05737726148976577
FAR1	0.05742461044342334
CERK	0.057427575098344626
KIAA1109	0.057427575098344626
CFLAR-AS1	0.05748734531606616
MAPK7	0.057503406206811054
MFSD14B	0.05751122738513856
SLC6A1	0.05751122738513856
PYROXD2	0.05751122738513856
TTC39C	0.057620722965511406
CCDC82	0.05762336894317735
RP11-226L15.5	0.05764519007268544
MFAP5	0.05764519007268544
RP11-930O11.3	0.05764519007268544
ZDHHC16	0.05773069878726394
NEDD1	0.05773069878726394
PLPP2	0.05773837714195005
OR52N2	0.05773837714195005
SGMS1-AS1	0.05774337669811409
HIST1H1PS1	0.057801465473981066
TRIM36	0.05781835738720449
PYGL	0.05784738936040222
RP11-324E6.10	0.057913705753080545
DLGAP4-AS1	0.05793103887627508
DNASE1	0.05793103887627508
PTOV1	0.05793103887627508
CEP120	0.05793103887627508
RP11-57H14.4	0.057931359297777395
PHKA2	0.057931359297777395
RP11-61J19.5	0.057953916481584745
CYB5R3	0.057953916481584745
RNF219	0.05796010857387599
RP11-169K17.3	0.05802757200421976
TGDS	0.05804969911952717
USP3	0.05809152583313769
COMMD4	0.05809152583313769
ITSN2	0.05810526643847244
LONRF2	0.05810526643847244
DUSP22	0.0581393735301864
ZNF155	0.058185418413792905
SLC35F1	0.058185418413792905
MEI1	0.05826121516546115
ADPRHL1	0.05826325295790092
DDX10P1	0.05828722324497616
MECP2	0.05844424095236923
GBP6	0.05847205445461494
KLF9	0.058481086881277636
PPIH	0.05852186152385388
AC010883.5	0.05856810647843149
BRCA2	0.05858648374642509
CNN2P1	0.05862075457791984
REST	0.0586389955814461
LINC00689	0.05864896438856901
RP11-483E17.1	0.05864896438856901
TRPV3	0.05864896438856901
DACH1	0.05871691567921209
POLM	0.05871691567921209
EEF1DP4	0.05871691567921209
LINC00960	0.05871691567921209
RP11-61I13.3	0.05872533333849407
RBBP4P2	0.05872533333849407
LTB	0.058745250375584986
ETFB	0.05875793014439022
LINC01736	0.05881496985144905
MKLN1	0.05884293352268314
ARL6	0.05890221278239424
CTD-2027I19.3	0.05895711637262783
NINJ1	0.05895711637262783
MAT2B	0.05895711637262783
CACNA1G	0.058997194898679904
ZNF181	0.058997194898679904
BRD8	0.059021301639179076
SLC6A9	0.05905186806311568
PROC	0.05906431092914533
PAWR	0.059066550469990715
DHRS4L2	0.05910003611545191
MATK	0.05915310332394921
PAM	0.0591890736267399
HIST1H3D	0.05925181683726769
KLHL21	0.059295071040086196
ZNF14	0.059295541377128676
ADCY3	0.059305857207217164
SLCO3A1	0.05936708737838336
UNKL	0.059373869706212536
TGFBR1	0.059379880169742216
CENPQ	0.05939908654473511
WDR5B	0.05939908654473511
INPP5E	0.05939908654473511
CLEC11A	0.05939908654473511
RFFL	0.05939908654473511
MTUS1	0.05939908654473511
ZNF419	0.05939908654473511
NSUN4	0.05939908654473511
SNX16	0.05939908654473511
ZNF470	0.05939908654473511
CKMT2-AS1	0.05943739639770261
PGA5	0.05944563688214164
RP11-154H23.4	0.05945819384137699
RP5-1021I20.1	0.05945819384137699
CDCA4P4	0.05945819384137699
FAHD2A	0.05945819384137699
RP11-876N24.4	0.05945819384137699
IRF9	0.05952560420341276
BRWD3	0.05956569289615465
RP11-390E23.6	0.0596749437930309
HNRNPA1P35	0.0596749437930309
RP13-578N3.3	0.05967784453667803
RPSAP58	0.05967784453667803
MYL5	0.05982587378989993
NAMPT	0.05985688294590951
SGCG	0.0599090932862976
UGGT1	0.0599090932862976
TMEM154	0.059958632868516805
ZNF623	0.06003479684060107
DUSP11	0.06003479684060107
CCSER2	0.06010979944106146
MUT	0.06010979944106146
SSTR5-AS1	0.06014243430042676
RP11-521I2.3	0.060195717658681876
EEF1DP1	0.06039934737527179
KXD1	0.06047746652921933
AC091878.1	0.06047746652921933
ZNF319	0.0605030205892499
AC104809.2	0.060504061851343764
ARL4AP2	0.060572749132354664
CHMP5	0.060572749132354664
ZDHHC4	0.06058834486207358
YIPF4	0.06059758600764928
HLTF	0.06059961691819647
TUBA3C	0.06064443294604394
MKNK1	0.06065797924166702
C5orf67	0.06065797924166702
GLI4	0.06068101840936988
OR56A4	0.06068101840936988
ZNF69	0.06068172936830438
RP5-1115A15.1	0.06074167369114034
ZIK1	0.06076709098694113
HSD17B13	0.060767967679115326
KCNMA1-AS1	0.060767967679115326
RP11-231C14.6	0.06081595202079945
FBXO8	0.060860036668450565
UBE4A	0.060860036668450565
IL27	0.060860036668450565
BMP8A	0.06088057219755547
GUSBP9	0.060920208087231115
CAPN8	0.060920208087231115
CISD1	0.060920208087231115
CD1E	0.06092705624666011
RP11-13J8.1	0.06094815724340359
BBS10	0.06094815724340359
AC010761.8	0.061057599948798225
PAPOLG	0.061082347540359724
TMEM121	0.0611834489489367
HDAC2	0.0611834489489367
NNMT	0.06121595252870968
GIGYF1	0.06121595252870968
HSD17B11	0.061309251042907596
RP11-329N15.3	0.06132101142211707
IGHV1-69	0.06140145443080415
HSPBAP1	0.06145479804083111
CTD-2540F13.2	0.061501662272611786
RNF13	0.061501662272611786
TFB2M	0.061501662272611786
LINC02068	0.061508948076688615
TSPYL2	0.06152202796969829
JTB	0.06153304845907893
STAG2	0.06155029494698018
CLIC6	0.061597281028277676
USP11	0.06162457328712658
SEL1L	0.06165326596742845
RHOA-IT1	0.061682403303251275
RTCB	0.061682403303251275
OMA1	0.06169332939599862
GPR183	0.06169791315169085
LRRFIP1	0.061700643421498134
ZNF189	0.061755080636913595
FAM134B	0.061760907319067644
IGLV2-23	0.061760907319067644
GRM2	0.061760907319067644
FAT2	0.061760907319067644
MED29	0.061760907319067644
DNAJB6	0.06182753825248982
NEDD4	0.06188420199475008
ATP5J2	0.061962332379975456
GOLGA7B	0.061962332379975456
EIF3CL	0.06198959161316433
CHRFAM7A	0.06198959161316433
NENF	0.06198959161316433
EBP	0.06198959161316433
ALDOA	0.06198959161316433
MTND5P1	0.062021050146350745
SLC45A1	0.062045598328058914
RPS4XP2	0.062067031439658055
RP11-151N17.1	0.06211092382384516
RP1-34B20.4	0.06213377533621046
TMEM268	0.06217040469515313
SYN1	0.062171191301329205
RP11-848P1.9	0.06229708367430848
RARRES3	0.06231768553652661
RN7SKP16	0.062389338480901384
MACF1	0.062389338480901384
STXBP5L	0.06239174306329835
HDAC6	0.0624125762548973
RP11-443B7.3	0.06243253618159189
AP3S1	0.062439371204055724
MTIF3	0.06249002193689123
PPRC1	0.06252606510680317
RP4-737E23.6	0.06259335173494605
RBM7	0.06259335173494605
CICP14	0.06262930399595944
NSD3	0.06265890020430619
OR56A7P	0.06268122064638419
MRPL38	0.06268223552579932
POLR1D	0.0628335601019071
TET3	0.06285849101889351
RP11-347C12.11	0.06285849101889351
PTGER3	0.06285849101889351
ELAVL1	0.0628922931641571
TMEM30A	0.06295748472388196
MTSS1L	0.06296056998953053
MICU2	0.06296056998953053
BSCL2	0.06297175826808019
RIMS3	0.06297175826808019
VPS35	0.06303185855507297
RP11-33O4.1	0.06305161111709433
HSD17B3	0.06313309574418226
CREM	0.06318014252781214
SEC31A	0.06319035448793812
ANKRD33B	0.06319035448793812
GFOD1	0.06322328438603171
TCFL5	0.06338371133007349
PRAP1	0.06338371133007349
DOCK8	0.06338371133007349
RP11-730K11.1	0.06338371133007349
RPS4XP16	0.06338590471468991
OTUD6B-AS1	0.06348335694558734
ZNF695	0.06352694014356655
PTGFR	0.06352734273077498
TMEM185B	0.06352734273077498
RP11-169D4.2	0.06353943845524469
BIN2P1	0.06353943845524469
FDFT1	0.06353943845524469
TAC3	0.06353943845524469
ZNF273	0.06353943845524469
RP11-863P13.3	0.06354031007195403
ATF4	0.06354031007195403
PLEKHG4	0.06357096267660414
MMADHC	0.06357468504247037
FRA10AC1	0.06363278869696534
PRKAG2	0.0637061849826799
STAG3L2	0.06372431839299189
LINC00671	0.06376349517904491
MTHFD2L	0.06376349517904491
PAQR7	0.06376349517904491
IFIH1	0.06376349517904491
CTB-102L5.7	0.06376349517904491
EEF1E1	0.06376349517904491
RP11-203H19.2	0.06378794126980437
MRPS31	0.06385034305682231
CTD-2135J3.3	0.06385034305682231
TRIM60P18	0.06385478514094511
ATP5G1	0.06385478514094511
ZNF546	0.06385478514094511
RPS26P47	0.06390847345164404
MFSD2A	0.06393748508753336
DGAT2	0.0639609647538621
SLC30A5	0.06399806092208735
RP11-170K4.2	0.06401880242878617
RP11-10A14.5	0.0640221446422945
HDHD3	0.0640221446422945
CLDN5	0.0640221446422945
KRT73-AS1	0.06402656899956746
CDC37L1	0.06405191060139384
MB21D1	0.0640602912648815
IGF2R	0.0640602912648815
UBQLNL	0.0640602912648815
BPTFP1	0.0640602912648815
FBXO33	0.0640602912648815
WDR66	0.0640602912648815
AC005083.1	0.0640602912648815
PRRG4	0.06408090174813087
NCOA2	0.06409597808655104
FTO	0.064115151904775
MRPL11	0.06416735175293349
ATP4B	0.06432788536171191
RP11-680A11.5	0.06433316349474122
SEMA4B	0.06435018894657132
NDRG1	0.06435018894657132
C2CD4B	0.06435018894657132
PROKR2	0.06437579260921147
ZNF365	0.06452318392876774
TMCO4	0.06457586079527797
ACTR2	0.06459018772005878
DIRC3	0.06466679575645684
AF131215.2	0.06468876089015732
RN7SL172P	0.06469019712752097
RP11-723O4.7	0.06475982444438379
FCGR1A	0.06475982444438379
SPRN	0.06476163080818775
VEGFC	0.06476163080818775
HMGB1P10	0.06476163080818775
KB-1995A5.5	0.06476163080818775
RTP3	0.0647845428880432
POLR3GL	0.06478624940568159
PCTP	0.06482989602600626
THPO	0.06482989602600626
SLC17A4	0.06483242814612653
RP11-495P10.1	0.06485018583800917
PPP1R1B	0.06487737351089994
SEC31B	0.06488880959386295
CTLA4	0.06489007119252453
TAOK1	0.06489896455437603
ACSM4	0.06496547710287846
IPCEF1	0.0649674241331409
LMBRD1	0.06507999080038221
DRAP1	0.06507999080038221
RP11-848G14.2	0.06507999080038221
ANO8	0.0651168447848077
KRT18P8	0.0651168447848077
RP11-588L15.2	0.0651168447848077
GS1-590J6.3	0.0651168447848077
MR1	0.06512844756288559
LLNLR-307A6.1	0.06512844756288559
MUTYH	0.06523879399911725
ADCY10	0.06523879399911725
KLHL8	0.06523879399911725
AARSD1	0.06523879399911725
RBPMS	0.0653188120636954
RP3-508I15.20	0.06536209806933684
RP11-787I22.3	0.06536209806933684
MFSD13A	0.0653951760207953
HADHA	0.0653951760207953
LINC01150	0.06540940867277004
ZNF675	0.06540940867277004
CHMP2B	0.06547181926296014
CHCHD3	0.06553666753550585
TMEM50A	0.06556440609996149
RP11-666A8.12	0.06560605174064434
RAD23B	0.06563210819394455
CTD-2002H8.2	0.06576331128637532
NDUFB4	0.06577128841412162
ADNP	0.06582054680074978
HNRNPCP1	0.06587918779911767
VKORC1L1	0.06589080636974089
SLC48A1	0.06589080636974089
SFPQ	0.06589080636974089
SMC2	0.06589080636974089
CDK19	0.06589080636974089
CDHR3	0.06589080636974089
SIPA1	0.06589080636974089
AC108676.1	0.06589080636974089
RP1L1	0.06592193013675353
IWS1	0.06603241886343769
HIVEP3	0.06605430289029039
SLC9A3R2	0.0661251309743679
DLX2	0.06615103130483384
RPS28P7	0.06617235613103607
XRN2	0.06618645402667865
FBXL20	0.06619858396703422
GATA1	0.06630453194708677
TRIM24	0.06630453194708677
ADGRG5	0.0663239743105446
SNORD35B	0.06634279409470552
ME1	0.06635224466561013
CTB-33G10.1	0.06635224466561013
TLR9	0.06635224466561013
TMEM17	0.06638145061196045
CTD-2006C1.12	0.06638145061196045
RP11-382A20.3	0.06640231858007659
CD34	0.0664050265028075
ZNF134	0.06642935944243139
NT5E	0.06647134294813827
FAAH	0.06647134294813827
UBQLN4P1	0.06648039454455248
FCN3	0.06651878855184205
MBNL1	0.06655179217919314
FCHO1	0.0665707024920995
DCLRE1A	0.0665707024920995
RP11-475C16.1	0.0665707024920995
GMCL1	0.0665707024920995
BCL7B	0.0665707024920995
TRBV5-4	0.0665707024920995
HFE2	0.06661462773312075
TUBBP1	0.06664204765750116
CFAP44	0.06664204765750116
S1PR3	0.06666801148316427
PRUNE2	0.06673266431278423
RP11-1036E20.9	0.06676420047317609
RPRD1B	0.06676420047317609
NME8	0.06676420047317609
LINC01127	0.06678833238038946
PRPF38B	0.06681149309126065
ZNF772	0.06683536035105427
LINC00996	0.06687274495767936
RP11-422P24.12	0.06690812530957686
BTNL3	0.06695597472295897
FAR2	0.06695597472295897
RP11-46H11.3	0.06695597472295897
IL17REL	0.06695597472295897
ZYG11B	0.06695597472295897
GPRIN1	0.06695597472295897
RASEF	0.06695597472295897
SLX1B	0.0669658626524643
TIGD7	0.06696822201132732
TNFSF10	0.06703708775777889
RP11-809O17.1	0.06704635034811568
TTC23	0.06704635034811568
STAM2	0.06705324422840958
N4BP2L2	0.06715479134180932
REEP4	0.06715605257931222
PSMB7	0.06717067331580373
CORO6	0.06726168625178292
RP11-1109F11.3	0.06726168625178292
TSPAN16	0.06728145701244141
RP11-67C2.2	0.0673843216368756
ZNF501	0.06738860867678441
AC109309.4	0.06738860867678441
RBM11	0.06738860867678441
ZBTB21	0.06738860867678441
SAP30L	0.06738860867678441
FBXL15	0.06738860867678441
CTD-2529P6.3	0.06747223790126729
RP11-71L14.3	0.06747512706506394
FAM66B	0.06747978556482363
TCERG1L	0.06750354931495295
RP11-321E2.5	0.06754344015095327
SNORD83B	0.06754344015095327
CCDC120	0.06755366395923931
RP11-1100L3.8	0.06755366395923931
AC005932.1	0.06755366395923931
TSPOAP1	0.06755366395923931
RP11-779O18.2	0.06768413231953184
PRSS58	0.06772673715500843
NBAS	0.06773931587397782
TMEM140	0.06775996732729772
ZSWIM5	0.06775996732729772
LINC01023	0.0677845208927628
SLC30A6	0.0679196876226874
RP3-342P20.2	0.06792497753204566
SLC5A9	0.06793696697250201
CCDC70	0.06793932213338123
C3	0.06799171935020154
RP11-254F19.2	0.06810069222046715
BCAN	0.06810830529434678
PSMG3-AS1	0.06812419153870247
KATNAL2	0.06818873193229597
FLNC	0.06827986966966178
C3orf80	0.06827986966966178
DUSP5	0.06827986966966178
ST20	0.06827986966966178
ADH1C	0.06827986966966178
TRAJ20	0.06854533646502453
RP1-47A17.1	0.06857919320535069
TRMT1L	0.06858520963778669
CTD-2587H24.10	0.06859812447707121
OR51E1	0.06861119827084014
TLK1	0.0687140799207688
ENTPD6	0.06871602372152688
SPOP	0.06872071110195971
RP11-438B23.2	0.06872071110195971
KRT8P3	0.06872071110195971
FAF1	0.06872071110195971
SRP68	0.06872071110195971
CLN8	0.06873767605983486
ZNF239	0.06877880418169953
IGHV1-46	0.0688224942224379
PITX2	0.0688640034473589
UBL3	0.06894138189542476
LINC01750	0.06895041027976115
DCAF11	0.068976106561093
GTF2E1	0.06902498608888902
ANKRD39	0.06913116859916542
GGPS1	0.06921728405977015
SEPT3	0.06923160114504662
CHST8	0.06923546902325585
RP11-110H1.4	0.06923546902325585
STOML2	0.06924195197996015
RP11-403P17.6	0.06924254857702622
ENPP1	0.06931169694672568
PSMD2	0.06931886783929785
SEPHS2	0.06937399241240241
PIAS4	0.06937399241240241
LY86	0.06937399241240241
TREX1	0.06938897430332308
FAM212B	0.06943992349234918
FANCF	0.06953462298686205
CALR	0.06958503836210148
CLPX	0.06958559119720202
DNAH14	0.06961960604167672
PANK2	0.06965808279635907
RBBP9	0.06966002654397196
DGKA	0.06966002654397196
TRBV12-5	0.06966233267945426
FAM173B	0.06977057866698892
THY1	0.06977667438130346
MGME1	0.06980165371883307
SLC24A2	0.06981969615397039
SLC9A9	0.06985056495058782
ONECUT3	0.06985581126090754
STRIP1	0.06992637998610796
B3GNT2	0.06992637998610796
RPS23	0.06992637998610796
THADA	0.0699536235483293
KRR1	0.06997101013623933
LINC00622	0.06997448435631211
B3GAT3	0.0700128101323391
CX3CL1	0.07008119810445668
PNPLA7	0.07010054467843145
CTD-2540L5.6	0.07019573381083198
SOWAHA	0.07026690876397666
RP11-637A17.2	0.07026690876397666
CLN6	0.07027526742257127
SVIL-AS1	0.07031872250226232
GOLPH3	0.0703435793207732
PVT1	0.0703435793207732
RABGGTB	0.0703435793207732
RPS13	0.0703435793207732
PDPK2P	0.07043451316174945
MRPS34	0.07048931940246059
NAGLU	0.07055252266050117
PLPPR4	0.07055940526277828
ABCD3	0.07058310287590708
PAF1	0.07058310287590708
RTN3P1	0.0706253679605938
CALCOCO2	0.07062655212580723
CLIC3	0.07065041863967236
ID3	0.0706506784500959
TJP3	0.070660979490393
FYN	0.07068017374567183
KIF27	0.07068984432652897
HSD17B1P1	0.07073972163897282
TPK1	0.07081843503083957
YBEY	0.07081843503083957
PIK3AP1	0.07083728802301846
RBM43	0.07087477649847763
DPH5	0.07099395039400443
LENG8	0.07100688569825973
DDX39B	0.07101014530325139
BRK1	0.07103036073560523
ELOVL7	0.07103876350403007
HORMAD1	0.07106640610655218
REPIN1	0.07116644077461409
DIP2A-IT1	0.07116644077461409
FTH1P3	0.07117952373825875
RP11-651L5.3	0.07117952373825875
RP11-226M10.3	0.07126107451913559
PREX1	0.07129537612501204
MED23	0.07130192624036034
WARS	0.07135323989690011
KCNG1	0.07135323989690011
HCG4B	0.07135323989690011
FTLP2	0.07135323989690011
RP11-888D10.3	0.07135323989690011
RP11-129K12.1	0.07135323989690011
RBM12B	0.07141616067043424
UPK3BL	0.07141616067043424
RP11-561B11.1	0.07141616067043424
CCNT2	0.07141616067043424
RP11-63N8.3	0.07141616067043424
CTR9	0.07141616067043424
DNTTIP2	0.0714498146131053
AF001548.5	0.07157792338396297
NRF1	0.07163450489134632
OR51B2	0.07163954193144123
RIT1	0.07163954193144123
XBP1P1	0.07165525773244899
TMEM39A	0.07168909712881233
FUS	0.07168951079911627
SLC17A3	0.07170471364749166
ATG3	0.07171760378872141
ZBTB43	0.07180345316078231
C12orf76	0.07180345316078231
CCDC28B	0.07180345316078231
RP11-360N9.2	0.07180345316078231
BEX2	0.07181238897243657
RN7SL263P	0.07181570243605245
POLR2J2	0.07181570243605245
SMARCC2	0.07185760433085983
RP11-403I13.8	0.07187252368325085
LGALS2	0.07187252368325085
ARL6IP5	0.0718768104846637
DKFZP434I0714	0.07188347383430377
RNU6-5P	0.07188347383430377
AC073115.6	0.07190240142136554
TNKS2	0.07195236486402418
HHATL	0.07196998397544398
RBM23	0.07197369721111042
MINDY3	0.07197369721111042
RP5-1071N3.1	0.07197369721111042
CTD-2576F9.1	0.07197369721111042
COX6B1	0.07198553795649748
ASB9P1	0.07204982663992779
CRBN	0.07205644600131686
RP11-469A15.2	0.07208199974826457
UBAP2	0.07208199974826457
USF3	0.07208199974826457
GABRG2	0.07214681378814204
TMEM94	0.07214804324541306
RP11-366L5.1	0.07214804324541306
MB21D2	0.07218214126969817
ZNF12	0.07226354383382384
ANKRD46	0.07227400639965716
GRB10	0.07235260676492944
ANKRD24	0.07244729966918458
PHF3	0.07253564056365588
C15orf53	0.07254176280257701
ANKRD2	0.07254176280257701
DNER	0.07254903237752926
RBFA	0.07255783406954905
FOXG1	0.07256349261536837
MRPL4	0.07256614367570545
AC018816.3	0.07256614367570545
AF064858.6	0.07256614367570545
RP3-425C14.4	0.0726182431234099
MLLT6	0.07261900728341497
TROVE2	0.07264707554746024
TAF7	0.07266934341127487
OPTN	0.07270842916169012
PLXNA2	0.0727439582092141
DNAJB14	0.0727439582092141
ATF6B	0.07274749015164642
ZNF260	0.07277041220730886
IGLV1-47	0.07277789550399298
CNTD2	0.07279512879883508
LINC00534	0.0728087824142116
TMEM33	0.07285133577652234
SAP30L-AS1	0.07285133577652234
RP11-294J22.7	0.07285133577652234
RP11-34P13.14	0.07285133577652234
SNAPC4	0.07285133577652234
GAL3ST2	0.07285133577652234
ADGRG1	0.07285133577652234
VTN	0.07285133577652234
RP11-778D9.4	0.07285739116238972
AC092066.1	0.07287910499014315
RP11-173P15.9	0.07287910499014315
PHF20	0.07287910499014315
RP11-473O4.1	0.07287910499014315
TSPOAP1-AS1	0.07289856081089195
OGFOD1P1	0.07296533465792364
C5orf47	0.07298463191554286
AIRE	0.07298954200395988
ZNF112	0.07299381726466693
RP11-1334A24.6	0.07300991995381582
RP11-62H7.3	0.07300991995381582
TNFRSF11B	0.07305094650606862
LAT	0.07307153039156215
NRBP2	0.07315144455701052
IGSF8	0.07326390867682787
WDR41	0.07326452297118222
HIST1H2AD	0.07327750252469353
RPL13P5	0.07327750252469353
KCTD21	0.07331146741992851
RPL10P19	0.07331146741992851
PHB	0.07331146741992851
FAM210CP	0.0733145596673356
FAM86B3P	0.07331948586307106
SGK1	0.07331948586307106
MIR637	0.07333964735052446
TPSAB1	0.07333964735052446
RP11-314C9.2	0.07336718924651714
CD46	0.07336718924651714
BRCC3	0.07336718924651714
C9orf106	0.07337412877429546
APEH	0.07337412877429546
ADAM32	0.0734457554968078
RNF213	0.0734457554968078
ARHGAP27	0.0734457554968078
TFCP2	0.07346045417381206
DUOX2	0.07346045417381206
CARD8-AS1	0.07355253402577051
AC104389.28	0.07355722152338684
NSFL1C	0.07360909966371024
TRBJ1-5	0.073636735600889
RP5-827C21.1	0.07366120378138095
TEX264	0.07366120378138095
SETP17	0.07367942371998534
B4GALT3	0.0736908679462971
HPDL	0.07370093657269579
LINC02033	0.07370439244468882
TXNL4A	0.07370439244468882
NNAT	0.07370785055702592
BCO2	0.07370785055702592
CILP2	0.0737767623629992
PLXNA3	0.07379419139078733
SLC19A1	0.0737983426295053
TCOF1	0.0737983426295053
C8orf22	0.07381367642818783
AC020951.1	0.0738396522891034
CTBP1-AS2	0.07385244641186979
GPR17	0.07389110538739663
YIPF1	0.07389110538739663
AC015969.3	0.07389110538739663
GPR141	0.07390121916891983
FAM99A	0.07390121916891983
TIFA	0.07390981139868048
SPOUT1	0.07393548698697612
PEAR1	0.07408812932441894
OR51A7	0.07408812932441894
IGHE	0.07410654194943522
CD3E	0.0741068761774899
SEPT7	0.0741068761774899
CYP7A1	0.07413480952270611
SYF2	0.07413480952270611
NOL3	0.07413480952270611
BCL2L11	0.07413480952270611
AFAP1	0.07419441007995133
CDK5R1	0.07422266651191811
PACRG	0.07432734790042675
RP4-809F18.1	0.07439713951570588
APLF	0.0744074041528177
PNPLA6	0.0744074041528177
LINC01226	0.0744074041528177
UBE2H	0.0744074041528177
PRDM4	0.07462439210843833
AXIN1	0.07462439210843833
SPATA1	0.07463744126449466
CTA-445C9.14	0.07463909765321736
MBTPS1	0.07468251015542468
AOC2	0.07469145489379285
SKAP2	0.07471427911849039
LEMD3	0.07471427911849039
CTB-193M12.5	0.07471427911849039
KANK1	0.0747214356479905
RFX4	0.07474380543883083
LINC00511	0.07483298947864492
AC138035.2	0.07490156238025034
TRBV15	0.07507956259864892
LRRC36	0.07512140389928249
RP11-403B2.7	0.07523873668192552
ST3GAL5-AS1	0.07524217447574362
LINC00884	0.07525015296424346
HNRNPA1P10	0.07528704071621463
FAM200B	0.07529804894402589
ZNF701	0.07529970992348861
CNNM4	0.07529970992348861
RPL12P4	0.07534489167945782
CDYL	0.0753996190532562
GNRH1	0.07540815170788799
DTD2	0.07542658500390914
C5AR2	0.0754541450755016
NPTX1	0.07545832820437195
RP11-6O2.2	0.07545832820437195
CISD3	0.0755268556306916
CDH16	0.0755268556306916
MLXIPL	0.0755268556306916
TMEM40	0.0755268556306916
C7orf49	0.07554520184105408
RP11-504P24.3	0.07554820845934387
C2CD4A	0.07558354662931774
RGS8	0.07558354662931774
CYP1B1-AS1	0.07561224927640708
ZNF345	0.07563147057895057
RP11-330H6.6	0.0756522538266933
RP11-70P17.1	0.07567426686482574
UBASH3B	0.07578368234160138
ANKMY2	0.07582541874367255
SGK3	0.07585162282359938
OR7E38P	0.0758521910392822
RP4-673D20.6	0.07586911615486486
NR0B2	0.07588363609646044
MIR4697HG	0.07588753176006521
UTF1	0.07590098535455378
SLC9A1	0.07591584213049891
RP1-55C23.7	0.07591584213049891
TAPT1	0.07591584213049891
MINDY4B	0.07595554445459543
SOCS5	0.07611034342579905
MNT	0.0761370576932232
EIF2B2	0.07615725873524971
ZEB2	0.07617948147692678
LINC00641	0.07626965091532052
CD300LD	0.07626965091532052
RP4-569M23.5	0.07626994875248803
MRFAP1L1	0.07628911781444486
PEBP1	0.07630156459856255
FAM192A	0.07630156459856255
CBX7	0.076346206458132
RUNDC3B	0.076346206458132
AVPI1	0.07634943663278565
CHKB	0.07634943663278565
HEY2	0.0764096989235234
OLAH	0.07642236829375229
PRPF40A	0.07647768154746601
RP11-521B24.5	0.07648504876123907
RP11-452H21.2	0.07648504876123907
DYNC2LI1	0.07651242076943839
CTD-2161E19.1	0.07651283494321424
RP11-348N5.9	0.07651596371601557
METRNL	0.07651596371601557
LNPK	0.07651596371601557
ANKS3	0.07651596371601557
AC093627.7	0.07655390794939203
PDCD1	0.07655390794939203
BAP1	0.07655390794939203
LILRB3	0.07655390794939203
PPP4R1-AS1	0.07655390794939203
DGKQ	0.07655390794939203
LTBP4	0.07662483361178098
JAK3	0.07667325727126348
RAF1	0.07669433088851631
AC005387.3	0.07672250647817123
ME3	0.0767369519232668
CTD-3128G10.7	0.0767369519232668
COCH	0.07679189466839625
RHOT1	0.07679554744375525
LINC01001	0.07680814470677404
C5orf30	0.07680814470677404
ODCP	0.07680814470677404
FLII	0.07681008062548099
RP11-488C13.6	0.07682686220145371
LINC02217	0.07689160388185545
TMEM14B	0.07694320566669371
STAP2	0.07696571402775602
TRBJ2-1	0.07696571402775602
LEAP2	0.07700628364716616
ASGR2	0.07706669235095168
ZNF721	0.07706669235095168
TUBB4B	0.0771083071929218
ZNF37BP	0.07714116489016559
FIP1L1	0.07718501748366366
RP11-631M6.2	0.07725221918702703
EEF1A1	0.07725221918702703
SF3A1	0.07725221918702703
TRAF1	0.07725371988326858
CDC25B	0.07728650347523876
RPS23P8	0.07728666890362748
CTD-2165H16.3	0.07728666890362748
LINC00520	0.07728807833049976
CCSER1	0.07728807833049976
C2CD4D	0.07731205266925457
RP11-174G6.5	0.07731600100129764
RBM4	0.07732461832878006
RP11-855A2.3	0.07733552145962108
LRIG1	0.07733552145962108
BRIX1	0.07733552145962108
RP11-336K24.12	0.07733552145962108
GLYCTK	0.07733552145962108
MMP24	0.07739710950486593
MFSD1	0.0774104025046594
EXTL1	0.07743318379734272
TBC1D2B	0.07743318379734272
ARSA	0.07743318379734272
CTD-2245F17.3	0.07743318379734272
RP4-673D20.4	0.07743328278380779
DNAJB2	0.07743328278380779
DEGS2	0.07743898755110129
ELMO2	0.07746181116246445
RP11-274B21.10	0.07750520385922222
MKI67	0.07750520385922222
ADA	0.07751680178664729
AZI2	0.07754910417593089
RP4-575N6.5	0.07758049752471355
RP5-1142A6.2	0.07759972155641538
NR1D1	0.07771023010879535
NPM1P25	0.07775418593048224
SEPT7-AS1	0.07780872594504668
ANKLE2	0.07780872594504668
PMS2P9	0.07780872594504668
VWDE	0.07780872594504668
SERPINB10	0.07780872594504668
CA5BP1	0.07782384778461479
CTSF	0.07785834680309957
RP11-350N15.5	0.07786285176517849
GATA4	0.0780540993489244
RPL23AP43	0.07818173629415989
ZBTB6	0.07821034001798159
IGHV3-64	0.07825346244148117
WRNIP1	0.07830583890381614
RPS8	0.07830667534301196
ACD	0.07830918868085761
KAT14	0.07830918868085761
GCNT2	0.07830918868085761
NUP93	0.07830918868085761
D2HGDH	0.07830918868085761
CACTIN	0.07830918868085761
NAB1	0.07830918868085761
PMM1	0.07830918868085761
CACNB3	0.07830918868085761
FAM166A	0.07832444815376004
TFF1	0.07833899049962564
EIF4EBP1	0.07840844891299444
CRYBB1	0.07840957329694884
RP11-298J23.10	0.07842118291656877
RP11-85G21.3	0.07842609658291037
TNP1	0.0784291510563955
APIP	0.07845515927235222
AMBRA1	0.07845515927235222
